dest_room,bill_room,date,time,orders,menu_id,prefix_room,name,price,category,capacity,type
restaurant,L1,2016-01-08,19:10:00,4,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
L7,L7,2016-02-20,10:48:00,3,15,L,tea,2.5,drink,50,conference_room_large
L7,L7,2016-02-20,12:28:00,5,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,S19,2016-03-13,06:09:00,5,14,S,coffee,3.0,drink,15,conference_room_small
restaurant,S19,2016-03-12,11:47:00,4,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
restaurant,S21,2016-03-17,04:48:00,5,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S21,2016-03-12,09:28:00,5,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S40,2016-02-21,17:41:00,5,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
L2,L2,2016-01-08,15:45:00,4,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,L4,2016-01-08,15:40:00,1,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
L6,L6,2016-01-26,23:59:00,5,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,L6,2016-01-24,08:25:00,5,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
L6,L6,2016-01-22,10:26:00,1,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
restaurant,L6,2016-01-24,14:09:00,5,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,S51,2016-03-19,15:59:00,5,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
S58,S58,2016-03-19,11:53:00,1,1,S,soft-drink,3.0,drink,15,conference_room_small
restaurant,L2,2016-02-03,07:01:00,5,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,S7,2016-02-12,00:02:00,5,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,S10,2016-02-18,19:04:00,1,12,S,spareribs,17.0,dinner,15,conference_room_small
restaurant,S10,2016-02-21,22:25:00,1,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
S10,S10,2016-02-18,21:32:00,1,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
S24,S24,2016-01-25,12:02:00,5,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
S25,S25,2016-01-28,12:19:00,4,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,L1,2016-02-13,08:17:00,2,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,L8,2016-01-09,03:57:00,5,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L4,2016-01-30,06:11:00,1,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L4,2016-02-02,18:57:00,4,15,L,tea,2.5,drink,50,conference_room_large
L3,L3,2016-03-19,16:13:00,5,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L3,2016-02-03,00:36:00,2,14,L,coffee,3.0,drink,50,conference_room_large
L3,L3,2016-02-05,04:58:00,4,12,L,spareribs,17.0,dinner,50,conference_room_large
L3,L3,2016-02-04,13:26:00,4,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
X9,X9,2016-02-13,08:28:00,5,11,X,vegetarian lasagna,16.0,dinner,3,deluxe_room
restaurant,X10,2016-02-22,17:37:00,5,12,X,spareribs,17.0,dinner,3,deluxe_room
L6,L6,2016-03-08,09:09:00,3,15,L,tea,2.5,drink,50,conference_room_large
L6,L6,2016-03-09,15:12:00,1,14,L,coffee,3.0,drink,50,conference_room_large
L3,L3,2016-01-18,02:09:00,1,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,L3,2016-01-16,12:25:00,3,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,L3,2016-01-15,06:36:00,1,14,L,coffee,3.0,drink,50,conference_room_large
L3,L3,2016-01-17,10:43:00,4,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
S97,S97,2016-03-24,19:42:00,1,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S98,2016-03-26,11:26:00,4,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,S98,2016-03-25,14:01:00,2,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
S112,S112,2016-03-27,03:56:00,2,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S112,2016-03-25,18:50:00,3,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
S113,S113,2016-03-29,08:30:00,2,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,S113,2016-03-24,21:30:00,1,14,S,coffee,3.0,drink,15,conference_room_small
X4,X4,2016-03-25,13:04:00,2,2,X,beer,3.5,alcoholic-drink,3,deluxe_room
S8,S8,2016-03-01,02:39:00,5,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S9,2016-02-29,09:12:00,3,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,L4,2016-03-26,03:48:00,4,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L4,2016-03-23,03:19:00,2,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,L6,2016-03-18,20:51:00,1,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
L6,L6,2016-03-16,13:28:00,2,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
L6,L6,2016-03-23,02:22:00,1,7,L,simple-lunch,5.0,lunch,50,conference_room_large
L6,L6,2016-03-22,01:06:00,4,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L6,2016-03-15,01:34:00,2,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
L6,L6,2016-03-23,21:31:00,4,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,L9,2016-02-18,21:10:00,1,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
L9,L9,2016-02-18,21:21:00,4,13,L,super soup,14.0,dinner,50,conference_room_large
L7,L7,2016-04-02,01:54:00,3,1,L,soft-drink,3.0,drink,50,conference_room_large
L7,L7,2016-03-25,03:14:00,3,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L7,2016-03-29,15:28:00,3,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,S11,2016-03-03,04:11:00,3,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,L7,2016-03-07,12:31:00,4,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,L8,2016-03-09,19:13:00,2,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L8,2016-03-12,00:44:00,5,0,L,water,2.5,drink,50,conference_room_large
L8,L8,2016-03-07,03:52:00,1,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L8,2016-03-13,16:45:00,4,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L8,2016-03-10,15:31:00,4,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,L2,2016-03-18,17:34:00,5,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,L11,2016-03-18,15:55:00,5,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,L11,2016-03-18,21:20:00,3,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,S13,2016-01-25,08:24:00,5,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,L4,2016-01-11,10:44:00,5,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L4,2016-01-15,11:57:00,1,15,L,tea,2.5,drink,50,conference_room_large
restaurant,L10,2016-02-08,20:09:00,5,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L10,2016-02-10,10:11:00,5,0,L,water,2.5,drink,50,conference_room_large
restaurant,N10,2016-01-24,14:19:00,3,7,N,simple-lunch,5.0,lunch,1,normal_room
L23,L23,2016-03-17,13:56:00,1,12,L,spareribs,17.0,dinner,50,conference_room_large
L23,L23,2016-03-16,17:59:00,2,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,L7,2016-03-25,23:39:00,1,12,L,spareribs,17.0,dinner,50,conference_room_large
D1,D1,2016-01-03,20:26:00,5,14,D,coffee,3.0,drink,3,double_room
restaurant,L10,2016-03-08,19:56:00,2,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
L10,L10,2016-03-08,23:49:00,5,0,L,water,2.5,drink,50,conference_room_large
restaurant,S5,2016-02-04,22:24:00,1,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
S5,S5,2016-01-29,17:59:00,4,12,S,spareribs,17.0,dinner,15,conference_room_small
restaurant,S6,2016-01-29,14:36:00,5,7,S,simple-lunch,5.0,lunch,15,conference_room_small
S6,S6,2016-02-01,11:01:00,1,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
restaurant,S7,2016-02-01,13:59:00,1,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S8,2016-02-04,14:39:00,5,12,S,spareribs,17.0,dinner,15,conference_room_small
restaurant,S8,2016-01-28,09:04:00,5,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,S16,2016-02-29,17:50:00,3,13,S,super soup,14.0,dinner,15,conference_room_small
S11,S11,2016-03-24,19:10:00,3,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,S15,2016-03-24,17:39:00,1,13,S,super soup,14.0,dinner,15,conference_room_small
S16,S16,2016-03-21,09:40:00,4,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
S16,S16,2016-03-25,14:40:00,3,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,S17,2016-03-21,10:11:00,1,0,S,water,2.5,drink,15,conference_room_small
restaurant,S17,2016-03-25,07:18:00,1,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
S19,S19,2016-03-25,18:58:00,5,7,S,simple-lunch,5.0,lunch,15,conference_room_small
S20,S20,2016-03-22,09:33:00,3,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S20,2016-03-26,15:31:00,2,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
S0,S0,2016-02-09,03:01:00,1,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S1,2016-02-12,13:15:00,4,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,L11,2016-03-07,08:17:00,5,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
L11,L11,2016-03-07,08:14:00,5,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
restaurant,L11,2016-03-09,06:10:00,5,14,L,coffee,3.0,drink,50,conference_room_large
L24,L24,2016-03-24,19:12:00,2,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,S12,2016-01-06,19:17:00,5,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,L12,2016-03-09,12:41:00,1,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,L12,2016-03-05,07:53:00,1,15,L,tea,2.5,drink,50,conference_room_large
restaurant,L12,2016-03-07,12:03:00,4,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L12,2016-03-08,07:08:00,1,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,N22,2016-02-02,15:56:00,3,2,N,beer,3.5,alcoholic-drink,1,normal_room
restaurant,N23,2016-02-05,03:35:00,5,15,N,tea,2.5,drink,1,normal_room
N24,N24,2016-01-31,03:30:00,4,3,N,wine,3.5,alcoholic-drink,1,normal_room
N25,N25,2016-02-12,02:41:00,3,11,N,vegetarian lasagna,16.0,dinner,1,normal_room
restaurant,X14,2016-01-21,00:55:00,2,11,X,vegetarian lasagna,16.0,dinner,3,deluxe_room
restaurant,X15,2016-01-25,17:44:00,5,12,X,spareribs,17.0,dinner,3,deluxe_room
restaurant,L5,2016-03-02,00:51:00,1,0,L,water,2.5,drink,50,conference_room_large
restaurant,D4,2016-02-25,07:37:00,4,0,D,water,2.5,drink,3,double_room
S24,S24,2016-03-21,23:54:00,1,12,S,spareribs,17.0,dinner,15,conference_room_small
S25,S25,2016-03-22,07:47:00,4,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,S26,2016-03-22,22:30:00,5,0,S,water,2.5,drink,15,conference_room_small
S40,S40,2016-02-14,15:57:00,4,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
S10,S10,2016-02-07,14:45:00,3,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S12,2016-02-08,19:34:00,5,15,S,tea,2.5,drink,15,conference_room_small
restaurant,S17,2016-01-22,11:14:00,5,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,L8,2016-03-30,13:36:00,4,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
L8,L8,2016-03-22,09:15:00,2,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,L8,2016-03-30,05:10:00,5,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L8,2016-01-23,01:15:00,5,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,L8,2016-01-25,04:17:00,3,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
L9,L9,2016-01-26,15:04:00,5,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L9,2016-01-26,04:53:00,2,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
S7,S7,2016-01-16,17:33:00,1,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
L10,L10,2016-03-26,08:40:00,5,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,L10,2016-03-27,00:51:00,4,15,L,tea,2.5,drink,50,conference_room_large
L10,L10,2016-04-04,07:33:00,1,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,S23,2016-03-11,08:03:00,1,15,S,tea,2.5,drink,15,conference_room_small
S24,S24,2016-03-09,12:36:00,5,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
L6,L6,2016-02-28,10:04:00,4,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,L6,2016-03-01,09:12:00,1,7,L,simple-lunch,5.0,lunch,50,conference_room_large
L7,L7,2016-02-29,05:00:00,1,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,X7,2016-03-23,22:50:00,3,6,X,deluxe-breakfast,12.0,breakfast,3,deluxe_room
S34,S34,2016-01-19,07:51:00,3,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
S34,S34,2016-01-11,16:16:00,2,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,S34,2016-01-21,05:00:00,5,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
S10,S10,2016-03-08,13:46:00,5,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
restaurant,S11,2016-03-10,11:53:00,5,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S13,2016-03-07,19:20:00,4,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
L10,L10,2016-03-27,02:16:00,1,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
restaurant,L11,2016-03-27,14:09:00,1,15,L,tea,2.5,drink,50,conference_room_large
restaurant,L5,2016-01-01,02:33:00,3,0,L,water,2.5,drink,50,conference_room_large
L5,L5,2016-01-11,16:48:00,1,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L12,2016-03-23,21:48:00,1,0,L,water,2.5,drink,50,conference_room_large
L12,L12,2016-03-23,00:48:00,3,15,L,tea,2.5,drink,50,conference_room_large
restaurant,L14,2016-03-10,22:42:00,1,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
L14,L14,2016-03-12,09:02:00,5,14,L,coffee,3.0,drink,50,conference_room_large
L14,L14,2016-03-08,09:41:00,1,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
L14,L14,2016-03-15,18:08:00,2,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L14,2016-03-08,20:26:00,5,0,L,water,2.5,drink,50,conference_room_large
L15,L15,2016-03-14,23:06:00,4,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
L15,L15,2016-03-14,23:30:00,3,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
N18,N18,2016-03-26,05:37:00,1,2,N,beer,3.5,alcoholic-drink,1,normal_room
restaurant,N30,2016-03-18,19:36:00,2,13,N,super soup,14.0,dinner,1,normal_room
N32,N32,2016-03-23,05:13:00,3,0,N,water,2.5,drink,1,normal_room
restaurant,N34,2016-03-13,19:32:00,1,0,N,water,2.5,drink,1,normal_room
L3,L3,2016-02-21,15:54:00,2,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
L3,L3,2016-02-19,08:03:00,4,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
L3,L3,2016-02-22,17:00:00,4,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L6,2016-02-19,14:24:00,2,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,L6,2016-02-19,05:28:00,4,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
L6,L6,2016-02-22,11:04:00,2,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
L7,L7,2016-02-24,06:48:00,3,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
L6,L6,2016-01-13,15:35:00,5,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
S19,S19,2016-03-02,07:22:00,4,15,S,tea,2.5,drink,15,conference_room_small
S27,S27,2016-03-02,04:14:00,5,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
restaurant,S28,2016-03-04,05:31:00,2,13,S,super soup,14.0,dinner,15,conference_room_small
L0,L0,2016-02-14,13:00:00,1,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
restaurant,L30,2016-03-28,00:43:00,3,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,L8,2016-02-22,23:39:00,1,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L16,2016-02-18,20:01:00,4,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L4,2016-01-20,12:37:00,4,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
L4,L4,2016-01-20,06:44:00,1,15,L,tea,2.5,drink,50,conference_room_large
restaurant,N23,2016-04-02,22:52:00,1,9,N,steak 'n stuff,18.0,dinner,1,normal_room
N26,N26,2016-04-02,18:48:00,3,15,N,tea,2.5,drink,1,normal_room
restaurant,L12,2016-02-08,19:05:00,1,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,L12,2016-02-06,08:21:00,3,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,L12,2016-02-11,01:39:00,4,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L10,2016-01-26,22:20:00,2,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
L11,L11,2016-02-15,07:48:00,1,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L11,2016-02-19,20:26:00,4,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,L11,2016-02-15,17:55:00,3,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,L11,2016-02-16,06:07:00,1,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
L12,L12,2016-02-10,10:41:00,1,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
restaurant,L12,2016-02-14,20:16:00,3,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,S12,2016-02-13,18:47:00,2,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
restaurant,L11,2016-02-02,07:22:00,4,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,L5,2016-01-31,17:46:00,1,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L5,2016-01-31,04:49:00,4,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L24,2016-01-26,18:36:00,3,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
D9,D9,2016-02-05,06:17:00,2,10,D,surf 'n turf,17.0,dinner,3,double_room
restaurant,L13,2016-03-27,11:28:00,4,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L13,2016-03-25,01:18:00,4,15,L,tea,2.5,drink,50,conference_room_large
L13,L13,2016-03-25,03:41:00,5,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,S8,2016-02-06,08:26:00,4,0,S,water,2.5,drink,15,conference_room_small
S9,S9,2016-02-04,01:22:00,3,1,S,soft-drink,3.0,drink,15,conference_room_small
S10,S10,2016-01-31,15:03:00,3,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S12,2016-01-27,01:13:00,5,12,S,spareribs,17.0,dinner,15,conference_room_small
S15,S15,2016-02-06,01:43:00,4,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,S16,2016-02-07,21:37:00,2,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,S41,2016-01-17,12:31:00,1,15,S,tea,2.5,drink,15,conference_room_small
S42,S42,2016-01-10,01:56:00,1,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S42,2016-01-14,17:18:00,4,0,S,water,2.5,drink,15,conference_room_small
S42,S42,2016-01-11,19:06:00,4,15,S,tea,2.5,drink,15,conference_room_small
L4,L4,2016-02-20,23:40:00,1,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
L4,L4,2016-02-19,18:55:00,1,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
L18,L18,2016-02-21,10:32:00,1,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
restaurant,L5,2016-02-05,20:18:00,4,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
L5,L5,2016-02-06,19:48:00,3,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,S43,2016-01-17,13:02:00,1,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S43,2016-01-11,18:58:00,3,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
restaurant,S43,2016-01-09,11:24:00,5,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S44,2016-01-16,16:19:00,2,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
S44,S44,2016-01-15,02:26:00,4,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
S44,S44,2016-01-10,10:03:00,1,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
restaurant,S45,2016-01-15,08:00:00,4,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,S45,2016-01-15,08:24:00,4,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
restaurant,S45,2016-01-16,15:28:00,3,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
restaurant,L4,2016-01-18,22:31:00,4,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L11,2016-01-25,12:34:00,5,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
L6,L6,2016-01-02,20:45:00,5,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,L6,2016-01-02,02:10:00,4,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,L10,2016-02-06,06:13:00,4,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,L10,2016-02-06,16:51:00,5,7,L,simple-lunch,5.0,lunch,50,conference_room_large
L11,L11,2016-02-06,08:50:00,2,13,L,super soup,14.0,dinner,50,conference_room_large
L7,L7,2016-01-15,11:37:00,1,13,L,super soup,14.0,dinner,50,conference_room_large
L7,L7,2016-01-10,22:59:00,4,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L7,2016-01-11,04:19:00,5,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
L8,L8,2016-01-13,10:57:00,3,0,L,water,2.5,drink,50,conference_room_large
restaurant,L11,2016-03-13,02:44:00,3,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L7,2016-02-01,10:06:00,4,15,L,tea,2.5,drink,50,conference_room_large
restaurant,S15,2016-03-07,08:53:00,5,7,S,simple-lunch,5.0,lunch,15,conference_room_small
